,line_type,area,glac_id,anlys_time,db_area,min_elev,mean_elev,max_elev,src_date,glac_name,glac_stat,gone_date,release_dt,first_coordinate,lng,lat,cluster,closest_cluster_lat,closest_cluster_lng
51903,gb,0.028,G253732E39704N,1154390400,0.027509,3644,0,3797,-9849600,CO,e,e,1456477200,"-106.268412,39.703885",-106.268412,39.703885,19,39.351854608108106,-106.6031092972973
51904,gb,0.013,G246376E48728N,1154390400,0.013276,2019,0,2254,-104544000,MT,e,e,1456477200,"-113.623524,48.727884",-113.623524,48.727884,11,48.641680334112145,-113.67152631074767
51905,gb,0.037,G238425E48812N,1154390400,0.037115,1667,0,1867,147916800,WA,e,e,1456477200,"-121.574552,48.81393",-121.574552,48.81393,43,48.825865911578944,-121.4752504631579
51906,gb,0.014,G238605E46491N,1154390400,0.013878,2137,0,2194,-9849600,WA,e,e,1456477200,"-121.395922,46.490664",-121.395922,46.490664,33,46.309876285087725,-121.52891813596491
51907,gb,0.019,G240406E38193N,1154390400,0.018503,3052,0,3114,463536000,CA,e,e,1456477200,"-119.594942,38.192824",-119.594942,38.192824,7,37.89945127764706,-119.32662195294118
51908,gb,0.01,G250684E42891N,1154390400,0.010304,3189,0,3260,147916800,WY,e,e,1456477200,"-109.316099,42.891191",-109.316099,42.891191,36,43.10458698529411,-109.52867391470588
51909,gb,0.027,G238244E48830N,1154390400,0.027375,1862,0,1954,179452800,WA,e,e,1456477200,"-121.755976,48.831418",-121.755976,48.831418,43,48.825865911578944,-121.4752504631579
51910,gb,0.01,G236217E47785N,1154390400,0.010142,1541,0,1573,211075200,WA,e,e,1456477200,"-123.783701,47.785222",-123.783701,47.785222,1,47.776271212553496,-123.49945102639087
51911,gb,0.081,G238324E45343N,1154390400,0.081173,1926,0,2070,-420076800,OR,e,e,1456477200,"-121.673923,45.342774",-121.673923,45.342774,90,45.38035095714285,-121.69400797857142
51912,gb,0.013,G238770E48998N,1154390400,0.013417,2493,0,2540,-41385600,WA,e,e,1456477200,"-121.229388,48.998405",-121.229388,48.998405,43,48.825865911578944,-121.4752504631579
51913,gb,0.011,G239023E48377N,1154390400,0.011128,2033,0,2089,-357004800,WA,e,e,1456477200,"-120.978154,48.376982",-120.978154,48.376982,91,48.47353284845651,-120.99031217212348
51914,gb,0.043,G238660E48712N,1154390400,0.043081,1432,0,1675,431913600,WA,e,e,1456477200,"-121.338626,48.713322",-121.338626,48.713322,43,48.825865911578944,-121.4752504631579
51915,gb,0.012,G240787E37707N,1154390400,0.012202,3609,0,3636,179452800,CA,e,e,1456477200,"-119.213201,37.706658",-119.213201,37.706658,7,37.89945127764706,-119.32662195294118
51916,gb,7.681,G238197E46839N,1154390400,7.68081,1579,0,4357,21686400,Tahoma Glacier,e,e,1456477200,"-121.834941,46.825292",-121.834941,46.825292,77,46.85460732954546,-121.74688739318181
51917,gb,0.051,G238272E45377N,1154390400,0.05063,2079,0,2258,-420076800,OR,e,e,1456477200,"-121.725514,45.377049",-121.725514,45.377049,90,45.38035095714285,-121.69400797857142
51918,gb,0.015,G238555E46184N,1154390400,0.014766,2103,0,2233,-9849600,WA,e,e,1456477200,"-121.444254,46.183987",-121.444254,46.183987,33,46.309876285087725,-121.52891813596491
51919,gb,0.296,G238318E44088N,1154390400,0.296126,2285,0,2496,-388540800,OR,e,e,1456477200,"-121.681469,44.090334",-121.681469,44.090334,24,44.2292023559322,-121.76927231355933
51920,gb,2.538,G250335E43170N,1154390400,2.53801,3390,0,3923,-104544000,Mammoth Glacier,e,e,1456477200,"-109.677813,43.172909",-109.677813,43.172909,36,43.10458698529411,-109.52867391470588
51921,gb,0.043,G238531E48846N,1154390400,0.043403,1543,0,1725,147916800,WA,e,e,1456477200,"-121.469132,48.845843",-121.469132,48.845843,43,48.825865911578944,-121.4752504631579
51922,gb,0.028,G238564E46181N,1154390400,0.028228,1759,0,1828,-9849600,WA,e,e,1456477200,"-121.434182,46.182014",-121.434182,46.182014,33,46.309876285087725,-121.52891813596491
51923,gb,0.021,G236664E47838N,1154390400,0.020681,1772,0,1829,495072000,WA,e,e,1456477200,"-123.334807,47.838678",-123.334807,47.838678,1,47.776271212553496,-123.49945102639087
51924,gb,0.055,G236265E47758N,1154390400,0.054869,1273,0,1546,558144000,WA,e,e,1456477200,"-123.733007,47.756001",-123.733007,47.756001,1,47.776271212553496,-123.49945102639087
51925,gb,0.029,G238447E48877N,1154390400,0.028814,1479,0,1591,147916800,WA,e,e,1456477200,"-121.550607,48.877934",-121.550607,48.877934,43,48.825865911578944,-121.4752504631579
51926,gb,0.036,G240708E37933N,1154390400,0.036425,3554,0,3587,463536000,CA,e,e,1456477200,"-119.291115,37.935112",-119.291115,37.935112,7,37.89945127764706,-119.32662195294118
51927,gb,0.021,G238718E47555N,1154390400,0.020522,1695,0,1766,-357004800,WA,e,e,1456477200,"-121.280769,47.554483",-121.280769,47.554483,14,47.951310374257424,-121.10965545544555
51928,gb,0.024,G241523E37034N,1154390400,0.023913,3605,0,3709,179452800,CA,e,e,1456477200,"-118.476677,37.033785",-118.476677,37.033785,63,37.017415563573884,-118.58626417010309
51929,gb,0.232,G241221E37385N,1154390400,0.231976,3802,0,4026,211075200,CA,e,e,1456477200,"-118.780898,37.389441",-118.780898,37.389441,63,37.017415563573884,-118.58626417010309
51930,gb,0.102,G246332E48764N,1154390400,0.101852,2015,0,2246,-104544000,MT,e,e,1456477200,"-113.669467,48.765032",-113.669467,48.765032,11,48.641680334112145,-113.67152631074767
51931,gb,0.011,G250605E42942N,1154390400,0.010668,3479,0,3535,147916800,WY,e,e,1456477200,"-109.394515,42.942089",-109.394515,42.942089,36,43.10458698529411,-109.52867391470588
51932,gb,0.147,G236289E47776N,1154390400,0.146813,1551,0,1735,558144000,WA,e,e,1456477200,"-123.709811,47.775484",-123.709811,47.775484,1,47.776271212553496,-123.49945102639087
51933,gb,0.016,G238538E48943N,1154390400,0.015901,1732,0,1836,147916800,WA,e,e,1456477200,"-121.462226,48.943382",-121.462226,48.943382,43,48.825865911578944,-121.4752504631579
51934,gb,0.162,G250383E43175N,1154390400,0.162069,3474,0,3863,-104544000,Heap Steep Glacier,g,1441756800,1456477200,"-109.615849,43.176863",-109.615849,43.176863,36,43.10458698529411,-109.52867391470588
51935,gb,0.164,G239069E47701N,1154390400,0.164127,2188,0,2398,-199238400,WA,e,e,1456477200,"-120.932803,47.704741",-120.932803,47.704741,14,47.951310374257424,-121.10965545544555
51936,gb,0.274,G250872E42714N,1154390400,0.273875,3537,0,3911,-41385600,WY,e,e,1456477200,"-109.12597,42.717532",-109.12597,42.717532,36,43.10458698529411,-109.52867391470588
51937,gb,0.032,G238790E48804N,1154390400,0.032352,802,0,938,-41385600,WA,e,e,1456477200,"-121.208079,48.802779",-121.208079,48.802779,43,48.825865911578944,-121.4752504631579
51938,gb,0.173,G250031E44326N,1154390400,0.172993,3110,0,3412,368841600,WY,e,e,1456477200,"-109.9698,44.327397",-109.9698,44.327397,4,44.17337630375427,-109.63599020136519
51939,gb,0.024,G238206E44701N,1154390400,0.023996,2089,0,2166,-641001600,OR,e,e,1456477200,"-121.792201,44.698678",-121.792201,44.698678,24,44.2292023559322,-121.76927231355933
51940,gb,0.058,G250119E44257N,1154390400,0.058378,3303,0,3423,368841600,WY,e,e,1456477200,"-109.878673,44.259179",-109.878673,44.259179,4,44.17337630375427,-109.63599020136519
51941,gb,0.011,G250359E43251N,1154390400,0.010888,3590,0,3659,-104544000,WY,e,e,1456477200,"-109.639736,43.2518",-109.639736,43.2518,36,43.10458698529411,-109.52867391470588
51942,gb,0.051,G250042E45182N,1154390400,0.05102,2895,0,3089,368841600,MT,e,e,1456477200,"-109.957064,45.18097",-109.957064,45.18097,80,45.25946071632654,-109.87382069183674
51943,gb,0.033,G238243E46894N,1154390400,0.032549,2219,0,2396,21686400,WA,e,e,1456477200,"-121.757728,46.896747",-121.757728,46.896747,77,46.85460732954546,-121.74688739318181
51944,gb,0.057,G241319E37282N,1154390400,0.057002,3875,0,4005,211075200,CA,e,e,1456477200,"-118.681022,37.28211",-118.681022,37.28211,63,37.017415563573884,-118.58626417010309
51945,gb,0.093,G238642E47535N,1154390400,0.093021,1592,0,1832,-357004800,WA,e,e,1456477200,"-121.357472,47.538469",-121.357472,47.538469,14,47.951310374257424,-121.10965545544555
51946,gb,0.063,G253683E39783N,1154390400,0.063377,3651,0,3760,179452800,CO,e,e,1456477200,"-106.316654,39.784505",-106.316654,39.784505,19,39.351854608108106,-106.6031092972973
51947,gb,0.017,G238473E48816N,1154390400,0.017418,919,0,1028,147916800,WA,e,e,1456477200,"-121.526707,48.817074",-121.526707,48.817074,43,48.825865911578944,-121.4752504631579
51948,gb,0.02,G241547E37049N,1154390400,0.020328,3601,0,3700,179452800,CA,e,e,1456477200,"-118.451673,37.049834",-118.451673,37.049834,63,37.017415563573884,-118.58626417010309
51949,gb,0.042,G238854E48123N,1154390400,0.04202,1768,0,1974,463536000,WA,e,e,1456477200,"-121.143468,48.121203",-121.143468,48.121203,14,47.951310374257424,-121.10965545544555
51950,gb,0.012,G240544E38098N,1154390400,0.011977,3177,0,3271,463536000,CA,e,e,1456477200,"-119.455506,38.098689",-119.455506,38.098689,7,37.89945127764706,-119.32662195294118
51951,gb,0.629,G238697E48808N,1154390400,0.629291,1766,0,2489,431913600,WA,e,e,1456477200,"-121.311997,48.81078",-121.311997,48.81078,43,48.825865911578944,-121.4752504631579
51952,gb,0.027,G240656E38086N,1154390400,0.026578,3467,0,3588,463536000,CA,e,e,1456477200,"-119.345761,38.085881",-119.345761,38.085881,7,37.89945127764706,-119.32662195294118
51953,gb,0.01,G239178E48542N,1154390400,0.009703,2087,0,2166,-357004800,WA,e,e,1456477200,"-120.821402,48.541756",-120.821402,48.541756,91,48.47353284845651,-120.99031217212348
51954,gb,0.016,G240429E38159N,1154390400,0.0158,3179,0,3289,463536000,CA,e,e,1456477200,"-119.571728,38.159497",-119.571728,38.159497,7,37.89945127764706,-119.32662195294118
51955,gb,0.264,G250425E45050N,1154390400,0.263507,3097,0,3539,368841600,Grasshopper Glacier MT,e,e,1456477200,"-109.575972,45.052815",-109.575972,45.052815,80,45.25946071632654,-109.87382069183674
51956,gb,0.01,G238239E46807N,1154390400,0.010332,2054,0,2090,21686400,WA,e,e,1456477200,"-121.761294,46.805881",-121.761294,46.805881,77,46.85460732954546,-121.74688739318181
51957,gb,0.025,G241642E36697N,1154390400,0.025082,3709,0,3825,211075200,CA,e,e,1456477200,"-118.357225,36.698288",-118.357225,36.698288,63,37.017415563573884,-118.58626417010309
51958,gb,0.061,G250577E42962N,1154390400,0.061229,3425,0,3622,147916800,WY,e,e,1456477200,"-109.422233,42.962636",-109.422233,42.962636,36,43.10458698529411,-109.52867391470588
51959,gb,0.067,G250316E43397N,1154390400,0.066854,3370,0,3537,-104544000,WY,e,e,1456477200,"-109.684458,43.398453",-109.684458,43.398453,36,43.10458698529411,-109.52867391470588
51960,gb,0.027,G239187E48422N,1154390400,0.026536,1959,0,2032,-357004800,WA,e,e,1456477200,"-120.812022,48.422562",-120.812022,48.422562,91,48.47353284845651,-120.99031217212348
51961,gb,0.018,G244994E44138N,1154390400,0.01803,2918,0,3010,53222400,ID,e,e,1456477200,"-115.006205,44.139239",-115.006205,44.139239,30,44.06995412820513,-114.97034814102564
51962,gb,0.229,G238325E46892N,1154390400,0.228911,1461,0,1621,21686400,WA,e,e,1456477200,"-121.675972,46.892965",-121.675972,46.892965,77,46.85460732954546,-121.74688739318181
51963,gb,0.066,G238200E44687N,1154390400,0.065908,2530,0,2655,-641001600,OR,e,e,1456477200,"-121.801554,44.688646",-121.801554,44.688646,24,44.2292023559322,-121.76927231355933
51964,gb,0.051,G254310E40305N,1154390400,0.050516,3620,0,3793,999993600,Tyndall Glacier,e,e,1456477200,"-105.688889,40.303842",-105.688889,40.303842,81,40.338894478087646,-105.77170749800797
51965,gb,0.033,G239026E48472N,1154390400,0.033144,2238,0,2406,-357004800,WA,e,e,1456477200,"-120.976761,48.469955",-120.976761,48.469955,91,48.47353284845651,-120.99031217212348
51966,gb,0.03,G246404E48522N,1154390400,0.029813,1838,0,1969,-104544000,MT,e,e,1456477200,"-113.596668,48.52131",-113.596668,48.52131,11,48.641680334112145,-113.67152631074767
51967,gb,0.024,G249165E43824N,1154390400,0.024049,3022,0,3167,-73008000,WY,e,e,1456477200,"-110.833824,43.823298",-110.833824,43.823298,73,43.77606967452831,-110.81907924056604
51968,gb,0.063,G238672E48779N,1154390400,0.063015,1545,0,1859,431913600,WA,e,e,1456477200,"-121.327077,48.777607",-121.327077,48.777607,43,48.825865911578944,-121.4752504631579
51969,gb,0.016,G238337E48982N,1154390400,0.016119,1714,0,1818,431913600,WA,e,e,1456477200,"-121.662265,48.982115",-121.662265,48.982115,43,48.825865911578944,-121.4752504631579
51970,gb,0.012,G236711E47738N,1154390400,0.011526,1707,0,1756,495072000,WA,e,e,1456477200,"-123.288414,47.739272",-123.288414,47.739272,1,47.776271212553496,-123.49945102639087
51971,gb,0.027,G239033E48657N,1154390400,0.026674,1662,0,1826,-325468800,WA,e,e,1456477200,"-120.967504,48.657579",-120.967504,48.657579,91,48.47353284845651,-120.99031217212348
51972,gb,0.036,G238493E46242N,1154390400,0.035713,2162,0,2264,-9849600,WA,e,e,1456477200,"-121.508762,46.242076",-121.508762,46.242076,33,46.309876285087725,-121.52891813596491
51973,gb,0.013,G240678E38062N,1154390400,0.013242,3395,0,3498,463536000,CA,e,e,1456477200,"-119.321977,38.062003",-119.321977,38.062003,7,37.89945127764706,-119.32662195294118
51974,gb,0.036,G249186E43726N,1154390400,0.035644,3471,0,3589,-73008000,WY,e,e,1456477200,"-110.813346,43.725588",-110.813346,43.725588,73,43.77606967452831,-110.81907924056604
51975,gb,0.574,G238605E48862N,1154390400,0.573676,1533,0,1878,147916800,WA,e,e,1456477200,"-121.420388,48.864724",-121.420388,48.864724,43,48.825865911578944,-121.4752504631579
51976,gb,0.684,G238673E47971N,1154390400,0.68403,1381,0,2130,-357004800,WA,e,e,1456477200,"-121.323654,47.973524",-121.323654,47.973524,14,47.951310374257424,-121.10965545544555
51977,gb,0.012,G246259E48587N,1154390400,0.012348,2451,0,2487,-41385600,MT,e,e,1456477200,"-113.738687,48.586569",-113.738687,48.586569,11,48.641680334112145,-113.67152631074767
51978,gb,0.034,G238464E48858N,1154390400,0.034328,1958,0,2051,147916800,WA,e,e,1456477200,"-121.535619,48.859665",-121.535619,48.859665,43,48.825865911578944,-121.4752504631579
51979,gb,0.099,G246282E48607N,1154390400,0.098542,2244,0,2702,-41385600,MT,e,e,1456477200,"-113.720536,48.609912",-113.720536,48.609912,11,48.641680334112145,-113.67152631074767
51980,gb,0.04,G250085E45184N,1154390400,0.039964,3196,0,3305,368841600,MT,e,e,1456477200,"-109.913958,45.183003",-109.913958,45.183003,80,45.25946071632654,-109.87382069183674
51981,gb,0.087,G238932E48327N,1154390400,0.086859,2009,0,2264,-357004800,WA,e,e,1456477200,"-121.067925,48.325538",-121.067925,48.325538,91,48.47353284845651,-120.99031217212348
51982,gb,0.023,G241573E36936N,1154390400,0.023434,3570,0,3687,211075200,CA,e,e,1456477200,"-118.4265,36.935562",-118.4265,36.935562,63,37.017415563573884,-118.58626417010309
51983,gb,0.033,G240451E38151N,1154390400,0.033296,3216,0,3317,463536000,CA,e,e,1456477200,"-119.550547,38.15157",-119.550547,38.15157,7,37.89945127764706,-119.32662195294118
51984,gb,0.035,G241455E36944N,1154390400,0.034616,3512,0,3672,463536000,CA,e,e,1456477200,"-118.544049,36.944664",-118.544049,36.944664,63,37.017415563573884,-118.58626417010309
51985,gb,0.058,G249719E45443N,1154390400,0.0583,2946,0,3028,368841600,MT,e,e,1456477200,"-110.281655,45.445154",-110.281655,45.445154,80,45.25946071632654,-109.87382069183674
51986,gb,0.022,G239075E48741N,1154390400,0.021901,2019,0,2210,-325468800,WA,e,e,1456477200,"-120.926664,48.742324",-120.926664,48.742324,91,48.47353284845651,-120.99031217212348
51987,gb,0.014,G238863E48294N,1154390400,0.013518,2051,0,2109,-357004800,WA,e,e,1456477200,"-121.137395,48.29423",-121.137395,48.29423,91,48.47353284845651,-120.99031217212348
51988,gb,0.016,G238267E45351N,1154390400,0.016046,1747,0,1786,-420076800,OR,e,e,1456477200,"-121.734029,45.350686",-121.734029,45.350686,90,45.38035095714285,-121.69400797857142
51989,gb,0.014,G240750E37704N,1154390400,0.013637,3329,0,3409,179452800,CA,e,e,1456477200,"-119.24938,37.704562",-119.24938,37.704562,7,37.89945127764706,-119.32662195294118
51990,gb,0.077,G249933E44393N,1154390400,0.077152,2870,0,3029,495072000,WY,e,e,1456477200,"-110.0666,44.394141",-110.0666,44.394141,4,44.17337630375427,-109.63599020136519
51991,gb,0.141,G250447E45037N,1154390400,0.1406,3398,0,3718,368841600,MT,e,e,1456477200,"-109.553334,45.039254",-109.553334,45.039254,80,45.25946071632654,-109.87382069183674
51992,gb,0.025,G241435E37079N,1154390400,0.025077,3561,0,3679,211075200,CA,e,e,1456477200,"-118.561322,37.078892",-118.561322,37.078892,63,37.017415563573884,-118.58626417010309
51993,gb,0.012,G240751E37715N,1154390400,0.011695,3399,0,3460,179452800,CA,e,e,1456477200,"-119.249968,37.715856",-119.249968,37.715856,7,37.89945127764706,-119.32662195294118
51994,gb,0.019,G241635E36796N,1154390400,0.01891,3468,0,3544,211075200,CA,e,e,1456477200,"-118.364329,36.796071",-118.364329,36.796071,63,37.017415563573884,-118.58626417010309
51995,gb,0.051,G245938E48982N,1154390400,0.051064,2128,0,2476,-104544000,MT,e,e,1456477200,"-114.059471,48.982999",-114.059471,48.982999,84,48.877044212389386,-114.1189541460177
51996,gb,0.031,G236871E47789N,1154390400,0.031346,1723,0,1879,558144000,WA,e,e,1456477200,"-123.128567,47.789355",-123.128567,47.789355,1,47.776271212553496,-123.49945102639087
51997,gb,0.031,G238935E48381N,1154390400,0.031206,2065,0,2257,-357004800,WA,e,e,1456477200,"-121.065978,48.381549",-121.065978,48.381549,91,48.47353284845651,-120.99031217212348
51998,gb,4.845,G238986E48310N,1154390400,4.84547,1523,0,2642,-357004800,Chickamin Glacier,e,e,1456477200,"-121.035596,48.312823",-121.035596,48.312823,91,48.47353284845651,-120.99031217212348
51999,gb,0.025,G249148E43762N,1154390400,0.024903,3049,0,3127,-73008000,WY,e,e,1456477200,"-110.851609,43.763444",-110.851609,43.763444,73,43.77606967452831,-110.81907924056604
52000,gb,0.02,G241593E36711N,1154390400,0.019941,3712,0,3864,211075200,CA,e,e,1456477200,"-118.406273,36.711078",-118.406273,36.711078,63,37.017415563573884,-118.58626417010309
52001,gb,0.526,G250093E45151N,1154390400,0.525853,3080,0,3465,368841600,Wolf Glacier,e,e,1456477200,"-109.902786,45.150988",-109.902786,45.150988,80,45.25946071632654,-109.87382069183674
52002,gb,0.039,G241347E37152N,1154390400,0.039308,3713,0,3894,211075200,CA,e,e,1456477200,"-118.653703,37.152003",-118.653703,37.152003,63,37.017415563573884,-118.58626417010309
52003,gb,0.011,G236688E47688N,1154390400,0.010972,1581,0,1647,495072000,WA,e,e,1456477200,"-123.312421,47.688273",-123.312421,47.688273,1,47.776271212553496,-123.49945102639087
52004,gb,0.01,G241497E37098N,1154390400,0.00978,4024,0,4138,211075200,CA,e,e,1456477200,"-118.502508,37.098085",-118.502508,37.098085,63,37.017415563573884,-118.58626417010309
52005,gb,0.014,G241525E37088N,1154390400,0.013783,3314,0,3403,179452800,CA,e,e,1456477200,"-118.474707,37.088223",-118.474707,37.088223,63,37.017415563573884,-118.58626417010309
52006,gb,0.012,G250531E42985N,1154390400,0.012273,3397,0,3408,147916800,WY,e,e,1456477200,"-109.469904,42.986295",-109.469904,42.986295,36,43.10458698529411,-109.52867391470588
52007,gb,0.014,G239035E48653N,1154390400,0.014324,1942,0,2107,-325468800,WA,e,e,1456477200,"-120.964605,48.653791",-120.964605,48.653791,91,48.47353284845651,-120.99031217212348
52008,gb,0.012,G238525E48621N,1154390400,0.01178,1483,0,1589,147916800,WA,e,e,1456477200,"-121.474247,48.620781",-121.474247,48.620781,43,48.825865911578944,-121.4752504631579
