,line_type,area,glac_id,anlys_time,db_area,min_elev,mean_elev,max_elev,src_date,glac_name,glac_stat,gone_date,release_dt,first_coordinate,lng,lat,cluster,closest_cluster_lat,closest_cluster_lng
13936,dc,0,G214911E60637N,1417392000,85.2195,49,0,1886,1566000000,Sheridan Glacier,e,e,1633078800,"-145.085228,60.679759",-145.085228,60.679759,45,60.68897810676392,-145.20080491445623
13937,dc,0,G214911E60637N,1417392000,85.2195,49,0,1886,1566000000,Sheridan Glacier,e,e,1633078800,"-145.085425,60.680268",-145.085425,60.680268,45,60.68897810676392,-145.20080491445623
13938,dc,0,G214911E60637N,1417392000,85.2195,49,0,1886,1566000000,Sheridan Glacier,e,e,1633078800,"-145.085634,60.680451",-145.085634,60.680451,45,60.68897810676392,-145.20080491445623
13939,dc,0,G214911E60637N,1417392000,85.2195,49,0,1886,1566000000,Sheridan Glacier,e,e,1633078800,"-145.086181,60.680842",-145.086181,60.680842,45,60.68897810676392,-145.20080491445623
13940,dc,0,G214911E60637N,1417392000,85.2195,49,0,1886,1566000000,Sheridan Glacier,e,e,1633078800,"-145.093926,60.682592",-145.093926,60.682592,45,60.68897810676392,-145.20080491445623
13941,dc,0,G214911E60637N,1417392000,85.2195,49,0,1886,1566000000,Sheridan Glacier,e,e,1633078800,"-145.093361,60.683547",-145.093361,60.683547,45,60.68897810676392,-145.20080491445623
13969,dc,0,G211468E60679N,1417392000,20.6258,13,0,1321,1565222400,Tebenkof Glacier,e,e,1633078800,"-148.566691,60.670242",-148.566691,60.670242,62,60.561341494182486,-148.60187507164727
13970,dc,0,G211468E60679N,1417392000,20.6258,13,0,1321,1565222400,Tebenkof Glacier,e,e,1633078800,"-148.572043,60.671137",-148.572043,60.671137,62,60.561341494182486,-148.60187507164727
13971,dc,0,G211468E60679N,1417392000,20.6258,13,0,1321,1565222400,Tebenkof Glacier,e,e,1633078800,"-148.563843,60.671891",-148.563843,60.671891,62,60.561341494182486,-148.60187507164727
13972,dc,0,G211468E60679N,1417392000,20.6258,13,0,1321,1565222400,Tebenkof Glacier,e,e,1633078800,"-148.508959,60.672431",-148.508959,60.672431,62,60.561341494182486,-148.60187507164727
13973,dc,0,G211468E60679N,1417392000,20.6258,13,0,1321,1565222400,Tebenkof Glacier,e,e,1633078800,"-148.560815,60.673633",-148.560815,60.673633,62,60.561341494182486,-148.60187507164727
13976,dc,0,G211468E60679N,1417392000,20.6258,13,0,1321,1565222400,Tebenkof Glacier,e,e,1633078800,"-148.508958,60.672402",-148.508958,60.672402,62,60.561341494182486,-148.60187507164727
13977,dc,0,G211468E60679N,1417392000,20.6258,13,0,1321,1565222400,Tebenkof Glacier,e,e,1633078800,"-148.471681,60.721966",-148.471681,60.721966,62,60.561341494182486,-148.60187507164727
13978,dc,0,G211468E60679N,1417392000,20.6258,13,0,1321,1565222400,Tebenkof Glacier,e,e,1633078800,"-148.479996,60.723401",-148.479996,60.723401,62,60.561341494182486,-148.60187507164727
14114,gb,341.521,G207854E61429N,1437004800,341.521,137,0,3449,1284249600,Triumvirate Glacier,e,e,1437004800,"-152.188198,61.586898",-152.188198,61.586898,67,61.27374430279898,-152.29830790839696
14129,gb,0.215,G225619E58423N,1437004800,0.215014,1125,0,1482,1123718400,Nugget Creek Glacier,e,e,1437004800,"-134.382612,58.420449",-134.382612,58.420449,6,58.60201647780926,-134.4439767884797
14186,gb,0.625,G212113E60987N,1437004800,0.624938,638,0,994,1249257600,Tommy Glacier,e,e,1437004800,"-147.892464,60.994158",-147.892464,60.994158,5,61.14980383532723,-147.8439252575651
14196,gb,54.523,G223437E59417N,1437004800,54.5235,316,0,2344,1284508800,Jarvis Glacier,e,e,1437004800,"-136.608172,59.508501",-136.608172,59.508501,27,58.95513173736264,-136.54102207362638
14211,gb,189.244,G215094E60780N,1437004800,189.244,66,0,1848,1284768000,Allen Glacier,e,e,1437004800,"-145.04631,60.813545",-145.04631,60.813545,57,60.91661248488242,-144.96812428555432
14215,gb,111.489,G223442E59320N,1437004800,111.489,407,0,2316,1284508800,Tsirku Glacier,e,e,1437004800,"-136.654201,59.417071",-136.654201,59.417071,27,58.95513173736264,-136.54102207362638
14241,gb,1.799,G223582E59399N,1437004800,1.7992,860,0,1682,1284508800,Little Jarvis Glacier,e,e,1437004800,"-136.409949,59.39543",-136.409949,59.39543,27,58.95513173736264,-136.54102207362638
14243,gb,81.974,G212867E61496N,1437004800,81.9735,802,0,3756,1252195200,Sylvester Glacier,e,e,1437004800,"-147.018779,61.524743",-147.018779,61.524743,29,61.282425585832804,-146.7532765035099
14253,gb,19.282,G211960E61143N,1437004800,19.282,0,0,1845,1249257600,Coxe Glacier,e,e,1437004800,"-147.974978,61.176069",-147.974978,61.176069,5,61.14980383532723,-147.8439252575651
14282,gb,90.288,G227258E57281N,1437004800,90.2877,85,0,2054,1092096000,North Baird Glacier,e,e,1437004800,"-132.633385,57.318736",-132.633385,57.318736,39,57.228042888888886,-132.6817888773148
14331,gb,51.692,G206602E60817N,1437004800,51.6916,573,0,2124,1284249600,Neacola Glacier,e,e,1437004800,"-153.34442,60.852087",-153.34442,60.852087,78,60.79198845360825,-153.5200076546392
14365,gb,122.352,G211266E60059N,1437004800,122.352,0,0,1642,1158019200,Excelsior Glacier,e,e,1437004800,"-148.640749,60.178151",-148.640749,60.178151,74,60.11386245242215,-148.46692977941177
14396,gb,206.951,G221509E59477N,1437004800,206.95,88,0,1744,1284422400,Novatak Glacier,e,e,1437004800,"-138.43014,59.644052",-138.43014,59.644052,2,59.458963678350514,-138.40528046597936
14437,gb,0.085,G225759E58505N,1437004800,0.085333,1002,0,1339,1123718400,Norris Glacier,e,e,1437004800,"-134.242744,58.506445",-134.242744,58.506445,6,58.60201647780926,-134.4439767884797
14442,gb,512.357,G218563E61248N,1437004800,512.357,518,0,4987,1123804800,Barnard Glacier,e,e,1437004800,"-141.472741,61.395103",-141.472741,61.395103,50,61.12349236831276,-141.4611601975309
14698,gb,0.263,G210717E61010N,1437004800,0.262917,792,0,1138,1249257600,Bird Glacier,e,e,1437004800,"-149.282732,61.012547",-149.282732,61.012547,82,60.835090370370374,-149.15361986447812
14842,gb,39.466,G221488E59327N,1437004800,39.4657,130,0,1673,1284422400,Fassett Glacier,e,e,1437004800,"-138.515419,59.386475",-138.515419,59.386475,2,59.458963678350514,-138.40528046597936
14854,gb,7.42,G212146E60992N,1437004800,7.42047,80,0,1329,1249257600,Crescent Glacier,e,e,1437004800,"-147.87735,60.989091",-147.87735,60.989091,5,61.14980383532723,-147.8439252575651
14897,gb,34.046,G213643E63336N,1437004800,34.0459,1127,0,2660,1246579200,Eureka Glacier,e,e,1437004800,"-146.381602,63.389564",-146.381602,63.389564,18,63.48745445785877,-146.48058734396355
15026,gb,47.205,G211015E61047N,1437004800,47.2045,437,0,2115,1249257600,Eagle Glacier,e,e,1437004800,"-148.959478,61.081482",-148.959478,61.081482,82,60.835090370370374,-149.15361986447812
15031,gb,1.914,G210923E61043N,1437004800,1.91449,1040,0,1958,1249257600,Milk Glacier,e,e,1437004800,"-149.056602,61.052295",-149.056602,61.052295,82,60.835090370370374,-149.15361986447812
15046,gb,40.009,G217227E61671N,1437004800,40.009,790,0,3952,1284854400,West Fork Glacier,e,e,1437004800,"-142.871553,61.721609",-142.871553,61.721609,35,62.084477087318085,-142.8239422162162
15063,gb,42.67,G208941E62763N,1437004800,42.6697,344,0,2574,1284249600,Kanikula Glacier,e,e,1437004800,"-151.152962,62.754672",-151.152962,62.754672,12,62.869148313546425,-151.3072342983257
15064,gb,2.793,G211475E60878N,1437004800,2.79312,125,0,1155,1249257600,Seth Glacier,e,e,1437004800,"-148.531619,60.876347",-148.531619,60.876347,66,61.017411616285884,-148.55068984885764
15075,gb,2.839,G213632E61233N,1437004800,2.83872,914,0,1830,1252195200,Johnson Glacier,e,e,1437004800,"-146.358451,61.229673",-146.358451,61.229673,25,61.15178973564356,-146.09275720396042
15119,gb,2.17,G222824E58855N,1437004800,2.17029,860,0,1970,1284508800,John Glacier,e,e,1437004800,"-137.156627,58.861757",-137.156627,58.861757,48,58.79177845362319,-137.32780668695654
15133,gb,773.873,G213061E61274N,1437004800,773.872,0,0,3693,1252195200,Columbia Glacier,e,e,1437004800,"-147.056895,61.440747",-147.056895,61.440747,29,61.282425585832804,-146.7532765035099
15181,gb,7.151,G221083E59848N,1437004800,7.15141,408,0,1528,1284422400,Hanging Glacier,e,e,1437004800,"-138.964007,59.84299",-138.964007,59.84299,38,59.872209067499995,-139.311546645
15264,gb,10.465,G229825E56089N,1437004800,10.4652,575,0,2126,1090886400,Texas Glacier,e,e,1437004800,"-130.167214,56.10454",-130.167214,56.10454,92,55.964162538160465,-130.46412953816048
15444,gb,53.133,G226111E58653N,1437004800,53.1327,63,0,2024,1123718400,East Twin Glacier,e,e,1437004800,"-133.811827,58.700049",-133.811827,58.700049,75,58.52056541516966,-133.86093220359282
15457,gb,13.064,G209238E59657N,1437004800,13.0644,416,0,1610,1121817600,Nuka Glacier,e,e,1437004800,"-150.747966,59.64201",-150.747966,59.64201,61,59.755247821637425,-150.57787024195906
15475,gb,461.384,G225340E59132N,1437004800,461.384,104,0,2297,1315699200,Meade,e,e,1437004800,"-134.820603,59.288715",-134.820603,59.288715,20,59.21914334290687,-135.05534071758052
15627,gb,0.66,G213026E61566N,1437004800,238.557,1583,0,1951,1252195200,Nelchina Glacier,e,e,1437004800,"-147.042494,61.745843",-147.042494,61.745843,29,61.282425585832804,-146.7532765035099
15628,gb,0.66,G213026E61566N,1437004800,238.557,1583,0,1951,1252195200,Nelchina Glacier,e,e,1437004800,"-146.972019,61.575722",-146.972019,61.575722,29,61.282425585832804,-146.7532765035099
15694,gb,114.988,G223762E59169N,1437004800,114.988,49,0,1916,1284508800,Riggs Glacier,e,e,1437004800,"-136.191909,59.217384",-136.191909,59.217384,27,58.95513173736264,-136.54102207362638
15717,gb,15.762,G207545E61089N,1437004800,15.7623,272,0,2049,1284249600,McArthur Glacier,e,e,1437004800,"-152.444387,61.110265",-152.444387,61.110265,67,61.27374430279898,-152.29830790839696
15755,gb,4.395,G212622E61302N,1437004800,160.17,179,0,1844,1249257600,Yale Glacier,e,e,1437004800,"-147.57203,61.213156",-147.57203,61.213156,58,61.29745210372422,-147.42832134041245
15756,gb,4.395,G212622E61302N,1437004800,160.17,179,0,1844,1249257600,Yale Glacier,e,e,1437004800,"-147.48872,61.241544",-147.48872,61.241544,58,61.29745210372422,-147.42832134041245
15757,gb,4.395,G212622E61302N,1437004800,160.17,179,0,1844,1249257600,Yale Glacier,e,e,1437004800,"-147.488509,61.253743",-147.488509,61.253743,58,61.29745210372422,-147.42832134041245
15758,gb,4.395,G212622E61302N,1437004800,160.17,179,0,1844,1249257600,Yale Glacier,e,e,1437004800,"-147.190203,61.38791",-147.190203,61.38791,58,61.29745210372422,-147.42832134041245
15785,gb,196.525,G227035E57936N,1437004800,196.525,260,0,2182,1284854400,Sawyer Glacier,e,e,1437004800,"-132.637234,57.930806",-132.637234,57.930806,79,57.89510629746835,-133.23117082067512
15874,gb,1.89,G212557E61133N,1437004800,1.89005,322,0,1407,1252195200,Brilliant Glacier,e,e,1437004800,"-147.417131,61.138493",-147.417131,61.138493,58,61.29745210372422,-147.42832134041245
15933,gb,61.168,G225422E58599N,1437004800,61.1685,93,0,1847,1123718400,Herbert Glacier,e,e,1437004800,"-134.570539,58.646695",-134.570539,58.646695,6,58.60201647780926,-134.4439767884797
16016,gb,9.535,G219931E60039N,1437004800,9.53528,314,0,1543,1284249600,Blossom Glacier,e,e,1437004800,"-140.067202,60.058781",-140.067202,60.058781,38,59.872209067499995,-139.311546645
16023,gb,2.455,G210757E61139N,1437004800,2.45489,1145,0,1826,1249257600,Organ Glacier,e,e,1437004800,"-149.221812,61.141549",-149.221812,61.141549,82,60.835090370370374,-149.15361986447812
16056,gb,115.1,G211126E60158N,1437004800,115.1,7,0,1817,1158019200,Ellsworth Glacier,e,e,1437004800,"-148.822708,60.27675",-148.822708,60.27675,46,60.18806067258002,-149.0767172132665
16061,gb,1.336,G225624E58367N,1437004800,1.33555,865,0,1372,1123718400,Ptarmigan Glacier,e,e,1437004800,"-134.370371,58.379504",-134.370371,58.379504,6,58.60201647780926,-134.4439767884797
16096,gb,2.278,G223692E58899N,1437004800,2.27788,724,0,1265,1284508800,Patton Glacier,e,e,1437004800,"-136.3005,58.903877",-136.3005,58.903877,27,58.95513173736264,-136.54102207362638
16102,gb,457.535,G223243E59125N,1437004800,457.535,10,0,2147,1284508800,Carroll Glacier,e,e,1437004800,"-136.79542,59.302942",-136.79542,59.302942,27,58.95513173736264,-136.54102207362638
16192,gb,3.297,G210288E59995N,1437004800,3.29665,566,0,1265,1121817600,Skee Glacier,e,e,1437004800,"-149.684234,59.99476",-149.684234,59.99476,94,60.2008904933955,-149.64734921445222
16198,gb,8.66,G211120E60715N,1437004800,8.66035,78,0,1725,1158019200,Skookum Glacier,e,e,1437004800,"-148.871652,60.733471",-148.871652,60.733471,17,60.58445435682024,-148.9336584322493
16271,gb,11.952,G211320E60526N,1437004800,11.9519,221,0,1816,1158019200,Unnamed_33,e,e,1437004800,"-148.695937,60.567539",-148.695937,60.567539,62,60.561341494182486,-148.60187507164727
16272,gb,366.957,G227620E57248N,1437004800,366.957,9,0,2913,1092096000,Baird Glacier,e,e,1437004800,"-132.255675,57.133781",-132.255675,57.133781,39,57.228042888888886,-132.6817888773148
16325,gb,34.662,G207669E61266N,1437004800,34.662,384,0,3254,1284249600,Barrier Glacier,e,e,1437004800,"-152.305684,61.270505",-152.305684,61.270505,67,61.27374430279898,-152.29830790839696
16353,gb,167.667,G214694E60999N,1437004800,167.667,139,0,2175,1284768000,Woodworth Glacier,e,e,1437004800,"-145.25509,60.89424",-145.25509,60.89424,45,60.68897810676392,-145.20080491445623
16456,gb,12.573,G207295E62395N,1437004800,12.5735,645,0,2788,1284249600,Caldwell Glacier,e,e,1437004800,"-152.695289,62.417037",-152.695289,62.417037,59,62.42453938441891,-152.65977306257983
16480,gb,26.564,G209857E60132N,1437004800,26.5635,692,0,1819,1121817600,Killey Glacier,e,e,1437004800,"-150.099606,60.169503",-150.099606,60.169503,28,59.89392124011713,-150.09716054026353
16493,gb,56.531,G213447E63371N,1437004800,56.5313,942,0,2584,1246579200,Maclaren Glacier,e,e,1437004800,"-146.488742,63.355406",-146.488742,63.355406,18,63.48745445785877,-146.48058734396355
16533,gb,0.87,G222889E58810N,1437004800,0.869563,719,0,1561,1284508800,Clark Glacier,e,e,1437004800,"-137.101428,58.805564",-137.101428,58.805564,48,58.79177845362319,-137.32780668695654
16558,gb,9.188,G212113E61220N,1437004800,9.18767,64,0,2432,1249257600,Vassar Glacier,e,e,1437004800,"-147.864124,61.23074",-147.864124,61.23074,5,61.14980383532723,-147.8439252575651
16570,gb,19.14,G207365E61665N,1437004800,19.1403,561,0,2794,1284249600,Black and Tan Glacier,e,e,1437004800,"-152.648556,61.681153",-152.648556,61.681153,21,61.75626448069498,-152.5506161042471
16581,gb,47.686,G215869E60697N,1437004800,47.6865,316,0,2320,1284076800,Van Cleve Glacier,e,e,1437004800,"-144.005361,60.729081",-144.005361,60.729081,49,60.65700723287113,-143.89572442128875
16586,gb,0.72,G210737E59997N,1437004800,0.720277,363,0,968,1158019200,Porcupine Glacier,e,e,1437004800,"-149.252885,60.007138",-149.252885,60.007138,46,60.18806067258002,-149.0767172132665
16605,gb,1.83,G214982E60550N,1437004800,1.82989,121,0,1216,1283385600,Fickett Glacier,e,e,1437004800,"-145.03026,60.540087",-145.03026,60.540087,45,60.68897810676392,-145.20080491445623
16610,gb,193.423,G212728E63543N,1437004800,193.423,844,0,3472,1246579200,West Fork Glacier,e,e,1437004800,"-147.051972,63.622368",-147.051972,63.622368,53,63.62268620645162,-147.51628116774194
16623,gb,10.083,G211271E60722N,1437004800,10.0831,179,0,1273,1158019200,Burns Glacier,e,e,1437004800,"-148.713103,60.711166",-148.713103,60.711166,62,60.561341494182486,-148.60187507164727
16738,gb,11.526,G211424E60880N,1437004800,11.5259,142,0,1782,1249257600,Billings Glacier,e,e,1437004800,"-148.541628,60.906963",-148.541628,60.906963,66,61.017411616285884,-148.55068984885764
16755,gb,36.268,G222888E58501N,1437004800,36.268,30,0,2596,1284508800,Finger Glacier,e,e,1437004800,"-137.123644,58.526206",-137.123644,58.526206,48,58.79177845362319,-137.32780668695654
16760,gb,743.599,G216453E60499N,1437004800,743.599,2,0,3104,1284076800,Steller Glacier,e,e,1437004800,"-143.168972,60.569759",-143.168972,60.569759,96,60.78060795389049,-143.07006938616715
16761,gb,9.518,G222984E58831N,1437004800,9.51769,115,0,1925,1284508800,Hoonah Glacier,e,e,1437004800,"-136.992638,58.823825",-136.992638,58.823825,48,58.79177845362319,-137.32780668695654
16777,gb,80.284,G223569E59190N,1437004800,80.2843,85,0,2027,1284508800,Muir Glacier,e,e,1437004800,"-136.494529,59.27395",-136.494529,59.27395,27,58.95513173736264,-136.54102207362638
16787,gb,4.038,G212387E61273N,1437004800,4.03837,690,0,1437,1249257600,Downer Glacier,e,e,1437004800,"-147.588005,61.283697",-147.588005,61.283697,58,61.29745210372422,-147.42832134041245
16789,gb,6.274,G223382E58570N,1437004800,6.27383,212,0,1312,1284508800,Geikie Glacier,e,e,1437004800,"-136.636354,58.547613",-136.636354,58.547613,27,58.95513173736264,-136.54102207362638
16831,gb,5.854,G229492E56251N,1437004800,5.8536,939,0,1916,1189641600,Clara Smith Glacier,e,e,1437004800,"-130.489219,56.271098",-130.489219,56.271098,92,55.964162538160465,-130.46412953816048
16884,gb,3.584,G211574E60947N,1437004800,3.58356,34,0,1122,1249257600,Dirty Glacier,e,e,1437004800,"-148.40302,60.950524",-148.40302,60.950524,66,61.017411616285884,-148.55068984885764
16923,gb,13.278,G206771E60058N,1437004800,13.2775,276,0,1603,1284249600,Tongue Glacier,e,e,1437004800,"-153.176091,60.06353",-153.176091,60.06353,55,60.33554659343149,-153.11108892525482
16924,gb,1.035,G222890E58893N,1437004800,1.0353,1037,0,1560,1284508800,Kadachan Glacier,e,e,1437004800,"-137.105952,58.893786",-137.105952,58.893786,48,58.79177845362319,-137.32780668695654
17000,gb,5.242,G211387E60646N,1437004800,5.24229,24,0,1268,1158019200,Lawrence Glacier,e,e,1437004800,"-148.61546,60.671797",-148.61546,60.671797,62,60.561341494182486,-148.60187507164727
17020,gb,178.632,G218198E60113N,1437004800,178.632,6,0,2044,1284854400,Tsaa Glacier,e,e,1437004800,"-141.561079,60.156953",-141.561079,60.156953,83,60.182278104972376,-140.91241361325967
17021,gb,1.543,G225590E58444N,1437004800,1.54343,1159,0,1605,1123718400,Leaking Glacier,e,e,1437004800,"-134.401838,58.447512",-134.401838,58.447512,6,58.60201647780926,-134.4439767884797
17040,gb,26.502,G214815E61138N,1437004800,26.5021,541,0,2134,1252195200,Cleave Creek Glacier,e,e,1437004800,"-145.196235,61.168629",-145.196235,61.168629,57,60.91661248488242,-144.96812428555432
17090,gb,12.377,G211302E60379N,1437004800,12.3773,115,0,1599,1158019200,Unnamed_43,e,e,1437004800,"-148.724233,60.384758",-148.724233,60.384758,62,60.561341494182486,-148.60187507164727
17123,gb,110.878,G227951E57069N,1437004800,110.878,81,0,3026,1280793600,Flood Glacier,e,e,1437004800,"-131.882031,57.191859",-131.882031,57.191859,72,56.64725018503937,-131.9717972480315
17147,gb,40.463,G226392E58382N,1437004800,40.463,152,0,2010,1280707200,Bridge Glacier,e,e,1437004800,"-133.591595,58.423825",-133.591595,58.423825,75,58.52056541516966,-133.86093220359282
17192,gb,104.778,G206809E60800N,1437004800,104.777,367,0,2378,1284249600,TlikakilaGlacierFork,e,e,1437004800,"-153.157296,60.827364",-153.157296,60.827364,97,60.90188913842975,-153.03328928099174
17231,gb,25.809,G223301E58723N,1437004800,25.8086,82,0,1580,1284508800,Hugh Miller Glacier,e,e,1437004800,"-136.739908,58.78883",-136.739908,58.78883,27,58.95513173736264,-136.54102207362638
17256,gb,139.698,G226682E58367N,1437004800,139.698,57,0,2263,1123718400,Wright Glacier,e,e,1437004800,"-133.53975,58.49669",-133.53975,58.49669,75,58.52056541516966,-133.86093220359282
17316,gb,0.091,G211532E60462N,1437004800,0.090515,814,0,1011,1158019200,Nellie Juan Glacier,e,e,1437004800,"-148.467573,60.46273",-148.467573,60.46273,62,60.561341494182486,-148.60187507164727
17333,gb,18.123,G225602E58737N,1437004800,18.1232,864,0,1586,1123718400,Echo Glacier,e,e,1437004800,"-134.340307,58.755976",-134.340307,58.755976,6,58.60201647780926,-134.4439767884797
17342,gb,297.757,G225781E58984N,1437004800,297.757,684,0,2347,1123718400,Llewellyn Glacier,e,e,1437004800,"-134.381265,59.038741",-134.381265,59.038741,64,58.8463593946293,-134.70036669527144
17388,gb,2.75,G212431E61180N,1437004800,2.75033,634,0,1638,1249257600,Ranney Glacier,e,e,1437004800,"-147.552394,61.187594",-147.552394,61.187594,58,61.29745210372422,-147.42832134041245
17551,gb,3.651,G211288E60799N,1437004800,3.65082,253,0,1367,1158019200,Learnard Glacier,e,e,1437004800,"-148.702881,60.80886",-148.702881,60.80886,66,61.017411616285884,-148.55068984885764
17557,gb,13.353,G211420E60046N,1437004800,13.3528,213,0,1375,1158019200,Puget Glacier,e,e,1437004800,"-148.566977,60.094766",-148.566977,60.094766,74,60.11386245242215,-148.46692977941177
17604,gb,0.916,G213312E61120N,1437004800,0.915804,638,0,1270,1252195200,Westbrook Glacier,e,e,1437004800,"-146.688559,61.126436",-146.688559,61.126436,29,61.282425585832804,-146.7532765035099
17608,gb,40.504,G225321E58647N,1437004800,40.5039,178,0,1938,1123718400,Eagle Glacier,e,e,1437004800,"-134.590551,58.642454",-134.590551,58.642454,6,58.60201647780926,-134.4439767884797
17672,gb,4.039,G222981E58855N,1437004800,4.03867,24,0,1445,1284508800,Kashoto Glacier,e,e,1437004800,"-137.003206,58.846203",-137.003206,58.846203,48,58.79177845362319,-137.32780668695654
17747,gb,0.955,G213590E60883N,1437004800,0.955295,734,0,1041,1252195200,Silver Glacier,e,e,1437004800,"-146.396063,60.889332",-146.396063,60.889332,25,61.15178973564356,-146.09275720396042
17763,gb,12.422,G209496E59650N,1437004800,12.4222,260,0,1320,1121817600,Split Glacier,e,e,1437004800,"-150.537421,59.683321",-150.537421,59.683321,61,59.755247821637425,-150.57787024195906
17766,gb,91.099,G226066E58671N,1437004800,91.0987,0,0,2062,1123718400,West Twin Glacier,e,e,1437004800,"-133.972831,58.759234",-133.972831,58.759234,75,58.52056541516966,-133.86093220359282
17772,gb,1.021,G220584E59861N,1437004800,1.02122,495,0,1164,1284422400,McCarty Glacier,e,e,1437004800,"-139.424756,59.861376",-139.424756,59.861376,38,59.872209067499995,-139.311546645
17784,gb,161.596,G212089E61471N,1437004800,161.596,410,0,3993,1249257600,Marcus Baker Glacier,e,e,1437004800,"-147.885111,61.419659",-147.885111,61.419659,5,61.14980383532723,-147.8439252575651
17820,gb,13.553,G211265E61046N,1437004800,13.5533,438,0,1751,1249257600,Unnamed_1,e,e,1437004800,"-148.734011,61.078098",-148.734011,61.078098,66,61.017411616285884,-148.55068984885764
17881,gb,3.585,G224070E59206N,1437004800,3.58508,549,0,1796,1284508800,Dickinson Glacier,e,e,1437004800,"-135.914312,59.198803",-135.914312,59.198803,51,59.13713617160367,-135.71039184882534
17891,gb,102.942,G216660E60749N,1437004800,102.942,497,0,2809,1284854400,Tana Lobe Bremner Glacier,e,e,1437004800,"-143.222764,60.912957",-143.222764,60.912957,96,60.78060795389049,-143.07006938616715
17901,gb,16.276,G211952E61204N,1437004800,109.531,0,0,2494,1249257600,Barry Glacier,e,e,1437004800,"-148.171017,61.186456",-148.171017,61.186456,5,61.14980383532723,-147.8439252575651
17902,gb,16.276,G211952E61204N,1437004800,109.531,0,0,2494,1249257600,Barry Glacier,e,e,1437004800,"-147.871109,61.303688",-147.871109,61.303688,5,61.14980383532723,-147.8439252575651
17908,gb,6.439,G214629E60697N,1437004800,6.43881,772,0,1503,1283385600,Shephard Glacier,e,e,1437004800,"-145.359229,60.712428",-145.359229,60.712428,45,60.68897810676392,-145.20080491445623
17965,gb,8.687,G223581E59368N,1437004800,8.68692,594,0,1893,1284508800,Saksaia Glacier,e,e,1437004800,"-136.413994,59.367326",-136.413994,59.367326,27,58.95513173736264,-136.54102207362638
17999,gb,14.701,G215713E60529N,1437004800,14.7016,171,0,1550,1284076800,Slide Glacier,e,e,1437004800,"-144.313861,60.559654",-144.313861,60.559654,3,60.65984135177865,-144.35095185177866
18002,gb,129.55,G213525E61251N,1437004800,129.709,9,0,2554,1252195200,Shoup Glacier,e,e,1437004800,"-146.499678,61.279655",-146.499678,61.279655,29,61.282425585832804,-146.7532765035099
18003,gb,129.55,G213525E61251N,1437004800,129.709,9,0,2554,1252195200,Shoup Glacier,e,e,1437004800,"-146.468951,61.237276",-146.468951,61.237276,29,61.282425585832804,-146.7532765035099
18010,gb,3362.66,G219787E60289N,1437004800,3362.66,6,0,5943,1284249600,Seward Glacier,e,e,1437004800,"-140.54114,60.609398",-140.54114,60.609398,83,60.182278104972376,-140.91241361325967
18032,gb,237.25,G222097E59071N,1437004800,237.25,89,0,4679,1284508800,Grand Plateau Glacier,e,e,1437004800,"-137.63598,59.056475",-137.63598,59.056475,48,58.79177845362319,-137.32780668695654
18054,gb,8.643,G206975E60099N,1437004800,8.64301,198,0,1590,1284249600,Johnson Glacier,e,e,1437004800,"-153.028113,60.098213",-153.028113,60.098213,55,60.33554659343149,-153.11108892525482
18088,gb,3.549,G211252E60697N,1437004800,3.54916,246,0,1353,1158019200,Concordia Glacier,e,e,1437004800,"-148.733614,60.705784",-148.733614,60.705784,62,60.561341494182486,-148.60187507164727
18121,gb,129.109,G216167E60748N,1437004800,129.109,145,0,2809,1284076800,Wernicke Glacier,e,e,1437004800,"-144.279058,60.814496",-144.279058,60.814496,3,60.65984135177865,-144.35095185177866
18147,gb,2.955,G211552E61003N,1437004800,2.95517,519,0,1623,1249257600,Roaring Glacier,e,e,1437004800,"-148.445,61.003647",-148.445,61.003647,66,61.017411616285884,-148.55068984885764
18229,gb,4.261,G224743E59341N,1437004800,4.26132,1045,0,1661,1092528000,Schubee Glacier,e,e,1437004800,"-135.254436,59.351523",-135.254436,59.351523,20,59.21914334290687,-135.05534071758052
18368,gb,3.527,G208888E59386N,1437004800,3.52722,454,0,1214,1184544000,Southern Glacier,e,e,1437004800,"-151.092558,59.397168",-151.092558,59.397168,9,59.45637585466795,-150.99490981616938
18383,gb,7.327,G212225E61007N,1437004800,7.32674,70,0,1408,1249257600,Lafayette Glacier,e,e,1437004800,"-147.771589,61.046339",-147.771589,61.046339,5,61.14980383532723,-147.8439252575651
18388,gb,100.452,G224400E59047N,1437004800,100.452,49,0,2032,1284508800,Davidson Glacier,e,e,1437004800,"-135.603055,59.131477",-135.603055,59.131477,51,59.13713617160367,-135.71039184882534
18456,gb,9.058,G225261E59090N,1437004800,9.05801,442,0,1960,1123718400,Ogive Glacier,e,e,1437004800,"-134.722758,59.083927",-134.722758,59.083927,64,58.8463593946293,-134.70036669527144
18534,gb,592.219,G221603E59887N,1437004800,592.219,209,0,2751,1281744000,Tweedsmuir Glacier,e,e,1437004800,"-138.447862,59.80207",-138.447862,59.80207,2,59.458963678350514,-138.40528046597936
18551,gb,0.257,G210851E61048N,1437004800,0.256999,1262,0,1609,1249257600,Crow Glacier,e,e,1437004800,"-149.142212,61.052573",-149.142212,61.052573,82,60.835090370370374,-149.15361986447812
18578,gb,18.732,G211194E60700N,1437004800,18.7318,57,0,1432,1158019200,Portage Glacier,e,e,1437004800,"-148.797491,60.754534",-148.797491,60.754534,17,60.58445435682024,-148.9336584322493
